Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
6366,US,"There's a warm peach ripeness on the nose of this wine from a tiny appellation north of Santa Cruz near Bonny Doon, along with aromas of kumquat, vanilla bean and sea salt. The palate shows more peach, caramelized apples and saffron, cut with a lime-juice acidity and finishing with a dollop of vanilla-butter.",Beaureagard Ranch,93,50.0,California,Ben Lomond Mountain,Central Coast,Matt Kettmann,@mattkettmann,Beauregard 2013 Beaureagard Ranch Chardonnay (Ben Lomond Mountain),Chardonnay,Beauregard
58508,Italy,"Fragrant blue flower, ripe wild berry, a whiff of exotic spice and a whisper of French oak come together in the glass. On the firm palate, notes of baking spice and pipe tobacco accent a core of dried black cherry. Close-grained tannins provide the polished framework. It's already rather accessible but will offer fine drinking for several years or more.",Pajorè,92,50.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Sottimano 2013 Pajorè  (Barbaresco),Nebbiolo,Sottimano
90797,US,"Good black cherry, currant and anise flavors in this dry, full-bodied young Merlot. It's tannic and brisk in acidity, and has a nice edge of smoky oak. Doesn't seem like it has a future, though, so drink up.",Front Row,86,32.0,California,Napa Valley,Napa,,,Hooker 2011 Front Row Merlot (Napa Valley),Merlot,Hooker
43268,France,"From vines with an average age of 40 years old, this wine is the Duboeuf classic. It is soft, easy and fruity with its red fruits and gentle tannins. There is a dry edge to the wine, giving a touch of concentration. Drink this crisp wine now.",Flower Label,85,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Georges Duboeuf 2015 Flower Label  (Beaujolais-Villages),Gamay,Georges Duboeuf
116778,US,"The winery's '05 Cab is tannic and dry and elegant. It tastes like a young Bordeaux, a wine that needs time in the cellar to come around. The flavors are classic Napa Cab, all black currants, black cherries and oak. Just beautiful. Best after 2009, but good now with decanting and a big, important steak.",,92,50.0,California,Napa Valley,Napa,,,Peter Franus 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Peter Franus
95238,US,"Light in color, this sparkling wine is somewhat diluted in flavor, coming off as slightly sweet, with a nutty metallic edge to it.",Blanc de Noirs,84,35.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Merriam 2014 Blanc de Noirs Pinot Noir (Russian River Valley),Pinot Noir,Merriam
19112,US,"Deep, saturated color and chocolate-covered cherry flavor make this wine a treat to drink, but don't expect a traditional dry dinner wine. It's turbocharged with sweetness and has a boisterous but agreeable personality.",Dark,87,14.0,California,California,California Other,Jim Gordon,@gordone_cellars,Apothic 2015 Dark Red (California),Red Blend,Apothic
90360,US,"A superb tannic-acid structure is allied with complex black currant, grilled meat bone and smoky oak flavors that finish dry, long and spicy. The cépage is Cabernet Sauvignon, Tempranillo, Syrah, Petit Verdot, Malbec and Cabernet Franc, making it one of the most compelling blends available today from Napa Valley. Give it until 2017–2018 in the cellar to begin to mellow.",The Doctor,93,90.0,California,Napa Valley,Napa,,,Krupp Brothers 2011 The Doctor Red (Napa Valley),Red Blend,Krupp Brothers
33411,US,"This wine is a blend of 40% each Mourvèdre and Syrah along with 15% Petite Sirah and 5% Viognier. Aromas of orange zest, flowers, raw meat and peppery spices lead to a soft palate, full of citrus flavors that seem a bit out of balance but that still provide intrigue.",Harvest Moon,88,20.0,Idaho,,,Sean P. Sullivan,@wawinereport,Williamson Vineyard 2012 Harvest Moon Red,Red Blend,Williamson Vineyard
2039,Italy,There's a beautifully delicate nature to this wine that is evident in its pristine floral aromas and its feminine notes of raspberry and wild berry. Hints of smoke and tar appear at the end and the wine is tight and firm in the mouth. Don't worry about longevity; there's enough pulp and structure to guarantee a   long aging future ahead.,Sistaglia,92,,Piedmont,Barolo,,,,Deltetto 2006 Sistaglia  (Barolo),Nebbiolo,Deltetto
41327,Spain,"Oddly tropical aromas of pineapple and orange peel dominate this juicy number. In the mouth, a sense of grape skins and abrasive tannins make things coarse. Minimal berry flavors mix with citrus leftovers prior to a drawing finish.",,85,14.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Rios de Tinta 2014  Ribera del Duero,Tempranillo,Rios de Tinta
99475,France,"With over 50% Pinot Noir in the blend, this rich, dry wine is ripe at the same time. Apples and bitter oranges fill out the fruitiness, giving a crisp, taut while ripe aftertaste. This is the standard nonvintage Champagne from Boizel.",Brut Réserve,89,45.0,Champagne,Champagne,,Roger Voss,@vossroger,Boizel NV Brut Réserve  (Champagne),Champagne Blend,Boizel
118566,Spain,"Classic Albariño aromas of sea brine, tropical fruits, lees and dust precede a minerally lemony palate with tangy flavors of lemon, lime and gooseberry. This is a fresh clean example with a long stony citrusy finish.",Sin Palabras Castrovaldés,90,20.0,Galicia,Rías Baixas,,Michael Schachner,@wineschach,Castro Brey 2014 Sin Palabras Castrovaldés Albariño (Rías Baixas),Albariño,Castro Brey
58056,France,"This ripe and spicy wine has rich red fruitiness that's given a twist with a touch of saltiness from the nearby sea. The wine is balanced with intense acidity, while a densely fruity character brings out minerality and a strong texture. Drink from late 2015.",Mas de la Rouvière,91,,Provence,Bandol,,Roger Voss,@vossroger,Domaines Bunan 2014 Mas de la Rouvière Rosé (Bandol),Rosé,Domaines Bunan
47895,US,"The immediate impression is of savory umami aromas pierced with pine needle and sage highlights. Red and black licorice, along with sweet cured meats, bring complexity to fruit flavors of berry, cherry and plum. Toss in Provençal spices, coffee grounds and the classic Cayuse earthiness that continues through a deep, firm, beautifully defined finish. Drink now through 2030.",En Cerise Vineyard,98,75.0,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,@paulgwine ,Cayuse 2011 En Cerise Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse
6115,France,"This wine is fresh and full of attractive apple and spice flavors. It is crisp, refreshing and tangy, with a great texture of lemon zest over spicy vanilla and fragrant acidity. It should be drunk now.",,87,17.0,Burgundy,Viré-Clessé,,Roger Voss,@vossroger,Vins des Personnets 2013  Viré-Clessé,Chardonnay,Vins des Personnets
98312,US,"Sharp notes of lime zest and fresh, smashed citrus lead into fatter aromas of daffodil and guava on this minimally oaked bottling. Juicy flavors of tropical bubblegum pop on the palate, deftly restrained by grapefruit pith. It's fresh and vibrant though a bit ripe.",Ex Anima,88,19.0,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Wrath 2015 Ex Anima Chardonnay (Monterey),Chardonnay,Wrath
88297,Italy,"There's a thick, sticky quality to Ribolla Gialla that makes it a good companion to potatoes au gratin or buttery chicken dishes. This expression offers aromas of pine nut, resin and candied fruit.",,86,23.0,Northeastern Italy,Venezia Giulia,,,,Tenuta Luisa 2010 Ribolla Gialla (Venezia Giulia),Ribolla Gialla,Tenuta Luisa
101444,Spain,"Dense, roasted, earthy aromas start with tomato and fall off to raisiny and overripe. A chunky, flabbby, raisiny palate follows suit, while raisin and fruit-cake flavors maintain this wine's soft, overripe character.",Reserva,83,19.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Lágrimas de Maria 2009 Reserva  (Rioja),Tempranillo,Lágrimas de Maria
100051,Italy,"This is not complex or elaborate, nor is it meant to be. In fact, simplicity sums it up. It's fresh and clean, and it will drink nicely with meatloaf or pork chops.",Lucchine,87,14.0,Veneto,Valpolicella Classico,,,,Tedeschi 2011 Lucchine  (Valpolicella Classico),"Corvina, Rondinella, Molinara",Tedeschi
112437,France,"Power and elegance combine in this beautifully structured wine. The vineyard, of course, does the work, but the intensity of the rich fruits is given a fine twist of minerality, of tension, and of firm acidity. This wine will age 5–10 years and beyond. The acidity of 2006 will see to that.",,95,,Burgundy,Chevalier-Montrachet,,Roger Voss,@vossroger,Bouchard Père & Fils 2006  Chevalier-Montrachet,Chardonnay,Bouchard Père & Fils
35843,France,"91-93 A fresh, while structured wine, full of sweet acidity, complex tannins and a rounded, ripe character. The fruit is tough, while also generous.",Barrel sample,92,,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Grand-Puy Ducasse 2010 Barrel sample  (Pauillac),Bordeaux-style Red Blend,Château Grand-Puy Ducasse
7784,Italy,"Aromas suggest ripe blackberry, baking spice, mocha and a balsamic note of menthol. The brooding palate opens with mature black cherry, savory herb and black pepper alongside tightly knit but velvety tannins that still need to unwind. Drink 2016–2021.",Sottocastello di Novello,92,47.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Ca' Viola 2009 Sottocastello di Novello  (Barolo),Nebbiolo,Ca' Viola
6717,US,"This wine is a blend of Cabernet Sauvignon, Merlot, Malbec, Syrah and Petit Verdot. Intricate aromas of vanilla, cedar, powdered chocolate, pipe tobacco and black cherry lead to focused, layered fruit and barrel flavors that show persistence.",Trutina,91,29.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dunham 2012 Trutina Red (Columbia Valley (WA)),Red Blend,Dunham
29175,France,"Very tangy in texture, it has spice from wood aging and a crisply fresh character. It is bright and light, and very lemony at the end.",Grand Va,85,30.0,Burgundy,Mâcon-Chardonnay,,Roger Voss,@vossroger,Collovray et Terrier 2012 Grand Va  (Mâcon-Chardonnay),Chardonnay,Collovray et Terrier
47642,US,"A bit rough and scouring, this is also overtly sweet in raspberry jam flavor. Mostly composed of Pinot Noir, the 20% Chardonnay brings refreshing acidity, like a squeeze of lime.",Reserve Brut,87,30.0,California,Sonoma-Napa,Napa-Sonoma,,,Chandon NV Reserve Brut Sparkling (Sonoma-Napa),Sparkling Blend,Chandon
103108,Portugal,"This too-powerful, wood-aged wine is impressive but has lost fruitiness in the search for richness. Strong spice and concentrated texture show up front, along with yellow fruits. A toasty character still dominates. The wine needs to smooth its bumps out, so drink from 2016.",Pato Frio Grande Escolha,87,20.0,Alentejo,,,Roger Voss,@vossroger,Ribafreixo 2012 Pato Frio Grande Escolha Antão Vaz (Alentejo),Antão Vaz,Ribafreixo
50643,Portugal,"This wine is dry and firm, showing developing fruit under dark tannins. Big plum and berry flavors are ripe, juicy and fresh on the finish. Drink from 2019.",Late Bottled Vintage,90,,Port,,,Roger Voss,@vossroger,Ramos-Pinto 2011 Late Bottled Vintage  (Port),Port,Ramos-Pinto
124585,US,"Okay for everyday drinking, with crisp acidity and a clean, steely minerality undergirding the lime flavors. The drawback is a strong feline smell and taste that some will find offensive.",East Side Vineyards,83,12.0,California,Dry Creek Valley,Sonoma,,,Pedroncelli 2009 East Side Vineyards Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Pedroncelli
17369,US,"Fresh-squeezed citrus marks the majority of this wine's profile on the palate, a lingering, lifted and accentuated expression of acidity that keeps it buzzing in freshness and a high tone of freshness, unfettered much by oak.",Cougar Rock Vineyard,88,42.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Brick & Mortar 2015 Cougar Rock Vineyard Chardonnay (Napa Valley),Chardonnay,Brick & Mortar
5702,US,"Since planting in 1997, Bucher Vineyard has been a renowned source of Pinot Noir for exceptional local wineries. Now the Bucher family is making their own wine, with good results. The wine is dry, fresh and keen in acidity, and has considerable weight, with ripe, forward raspberry, cherry, bacon, sautéed wild mushroom and exotic spice flavors. However, it's still too young. Begin to enjoy it around 2018.",,91,40.0,California,Russian River Valley,Sonoma,,,Bucher 2012 Pinot Noir (Russian River Valley),Pinot Noir,Bucher
16220,New Zealand,"Potent green notes of jalapeño and green onion accent nectarine and passion fruit aromas, while the plate is more restrained and actually very food friendly. There's ample weight and fleshiness on the midpalate before a relatively quick finish.",,87,18.0,Marlborough,,,Joe Czerwinski,@JoeCz,Awatere River 2013 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Awatere River
33257,US,"A broad texture and mellow flavors characterize this full-bodied, rich and warming wine. The aromas and flavors recall black cherries and clove with a touch of woody or earthy character, but it's the lush mouthfeel that's most memorable.",Donnelly Creek Vineyard,92,60.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,FEL 2012 Donnelly Creek Vineyard Pinot Noir (Anderson Valley),Pinot Noir,FEL
114166,Italy,"Here's a vinous and youthful Barolo that definitely needs five-plus years of bottle aging. The aromas are fresh and piquant, including forest berry, cola, balsam and white truffle. The mouthfeel is satisfying and pleasantly intense with a long tannic fade.",Vigna Pugnane,90,,Piedmont,Barolo,,,,Franco Conterno 2006 Vigna Pugnane  (Barolo),Nebbiolo,Franco Conterno
122015,France,"Mellow sweetness on nose and palate suggests peach compote perfumed with rose water. The result is heady and sweet, oriental and opulent, yet not without charm. Aromatic echoes of honeysuckle and dried orange peel temper the riches pleasantly.",Pfersigberg Grand Cru,90,50.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Barmès-Buecher 2011 Pfersigberg Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Barmès-Buecher
58951,Austria,"Spicy, exotic and dry, this wine is full of ripe lychee and mango fruits. Rounded, full and deliciously rich, it's perfect for sipping or for accompanying rich fish sauces. A wine for aging over 2–3 years. Screwcap.",Gebling,91,20.0,Kremstal,,,Roger Voss,@vossroger,Hermann Moser 2012 Gebling Grüner Veltliner (Kremstal),Grüner Veltliner,Hermann Moser
117164,Italy,"Friendly, easy-going and irresistibly cheerful, this light and luminous Asti delivers delicately fragrant tones of white flower, peach flower and honeysuckle. The mouthfeel is characterized by creamy foam and there's a nice touch of piquant white pepper on the close.",,85,,Piedmont,Asti,,,,Gancia NV Sparkling (Asti),Sparkling Blend,Gancia
11848,Italy,"This sparkling rosé opens with a pretty pink color and golden peach highlights. The soft foaming is steady and tonic and the sparkler moves smoothly over the palate with plush, creamy effervescence: There's a simple, sweet personality at the core with pink grapefruit and raspberry.",Graffio Spumante Rosé,84,,Veneto,Bardolino Chiaretto,,,,Cantina Caorsa NV Graffio Spumante Rosé  (Bardolino Chiaretto),Sparkling Blend,Cantina Caorsa
103314,US,"Fresh and jammy in raspberries, cherries and blackberries, this wine trades complexity for sheer fruity power and lusciousness. Drink now.",Kemsley 1550,87,30.0,California,Santa Ynez Valley,Central Coast,,,J Ludlow 2008 Kemsley 1550 Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,J Ludlow
48859,France,"A disappointing effort from a normally reliable producer, this wine shows entirely too many rubbery, chemical aromas and flavors. Some decent strawberry and citrus fruit peeks through on the finish, so it may be worth decanting and seeing if that helps.",Réserve Grand Veneur,83,15.0,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Alain Jaume et Fils 2014 Réserve Grand Veneur Rosé (Côtes du Rhône),Rosé,Alain Jaume et Fils
7819,US,"A very nice, super-drinkable Chardonnay marked by brisk, cool-climate acidity and a bracing minerality. The pineapple, peach and apple flavors have the slight herbality you often find in Napa Chardonnay.",Estate Vineyard,87,25.0,California,Napa-Carneros,Napa,,,Bouchaine 2008 Estate Vineyard Chardonnay (Napa-Carneros),Chardonnay,Bouchaine
6868,Argentina,"Coffee, beef stock, blackberry and graphite aromas require patience to process. A lively, ringing palate is jammy at its essence. Dark, toasty flavors of blackberry and blueberry are mildly green and herbal. It feels rubbery on a tannic finish.",Paisaje de Tupungato,89,20.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Finca Flichman 2015 Paisaje de Tupungato Malbec (Mendoza),Malbec,Finca Flichman
7176,South Africa,"This Cabernet-basred blend, with 13% Merlot, 4% Petit Verdot, 3% Cabernet Franc and 2% Malbec, opens with intense aromas of tobacco, leather, sweet smoke, cured meat, dried fig and fruit cake. Flavors of black berry, cherry and cassis unfold on the medium-weight palate, alongside firm, muscular tannins that hold on through the lingering finish. Drink now–2016.",Tiara,90,36.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Simonsig 2010 Tiara Red (Stellenbosch),Bordeaux-style Red Blend,Simonsig
17431,US,"This is a new dessert wine from Bonny Doon, from the Arroyo Seco region which is such a great source of whites. With 11% residual sugar, it's quite sweet. The apricot, peach, pear and lime flavors have a honeyed, botrytised richness.",Le Vol des Anges Beeswax Vineyard,87,30.0,California,Arroyo Seco,Central Coast,,,Bonny Doon 2006 Le Vol des Anges Beeswax Vineyard Roussanne (Arroyo Seco),Roussanne,Bonny Doon
